17779,"32.926632,38.315269",34000,404,1669363775
17840,"32.890411,38.186829",34000,404,1669363836
17901,"32.853561,38.057243",34000,405,1669363897
17965,"32.81163,37.924477",34000,408,1669363961
17968,"32.808853,37.918358",34000,409,1669363964
17971,"32.806061,37.912361",34000,410,1669363967
17974,"32.803082,37.906364",34000,410,1669363970
18001,"32.773544,37.857128",34000,415,1669363997
18008,"32.766129,37.846966",34000,417,1669364004
18011,"32.761883,37.841511",34000,417,1669364007
18017,"32.752991,37.830708",34000,418,1669364013
18020,"32.748596,37.825706",34000,419,1669364016
18022,"32.744614,37.821312",34000,419,1669364018
18026,"32.739723,37.81612",34000,420,1669364022
18029,"32.735302,37.811634",34000,421,1669364025
18032,"32.731339,37.80769",34000,422,1669364028
18035,"32.726643,37.803226",34000,422,1669364031
18038,"32.721848,37.798855",34000,424,1669364034
18041,"32.717377,37.794891",34000,423,1669364037
18044,"32.712444,37.790672",34000,423,1669364040
18104,"32.617584,37.708702",34000,418,1669364100
18168,"32.517624,37.622681",33975,418,1669364164
18230,"32.421074,37.539948",34000,413,1669364226
18292,"32.325733,37.458389",34000,413,1669364288
18352,"32.233246,37.379555",34000,406,1669364348
18416,"32.134735,37.295673",34000,409,1669364412
18476,"32.042038,37.217064",34000,411,1669364472
18540,"31.943819,37.133957",34000,410,1669364536
18601,"31.850203,37.054924",34000,414,1669364597
18663,"31.753372,36.973412",34000,415,1669364659
18724,"31.657198,36.892693",34000,412,1669364720
18788,"31.558685,36.81023",34000,410,1669364784
18849,"31.46489,36.731926",34000,411,1669364845
18912,"31.366526,36.650063",33650,410,1669364908
18973,"31.271746,36.571289",33050,418,1669364969
19033,"31.175354,36.491413",32450,424,1669365029
19096,"31.073914,36.407505",31825,425,1669365092
19158,"30.973984,36.325165",31200,430,1669365154
19222,"30.872681,36.242065",30625,398,1669365218
19285,"30.77916,36.165108",30025,393,1669365281
19347,"30.686491,36.089264",30025,400,1669365343
19407,"30.593674,36.013615",30000,404,1669365403
19470,"30.498093,35.93573",30000,406,1669365466
19534,"30.398071,35.854527",30000,409,1669365530
